trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
158,03-17 16:13:46.398,E93,"onTouchEvent::<*>, x=<*>.<*>, y=<*>.<*>",Timeout,Consider increasing timeout.,I,PanelView,android
159,03-17 16:13:46.398,E34,cancelPeek: false,Disk Failure,Check disk status and logs.,I,PanelView,android
160,03-17 16:13:46.398,E48,"flingToHeight: vel=<*>.<*>, expand=true, target=<*>.<*>, collapseSpeedUpFactor=<*>.<*>, expandBecauseOfFalsing=false",Leader Election,Monitor leader election process.,I,PanelView,android
161,03-17 16:13:46.398,E95,onTrackingStopped: true,Permission Issue,Review user permissions.,I,PanelView,android
162,03-17 16:13:46.403,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
163,03-17 16:13:46.403,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
164,03-17 16:13:46.417,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
165,03-17 16:13:46.417,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
166,03-17 16:13:46.435,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
167,03-17 16:13:46.435,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
168,03-17 16:13:46.451,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
169,03-17 16:13:46.451,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
170,03-17 16:13:46.468,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
171,03-17 16:13:46.468,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
172,03-17 16:13:46.486,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
173,03-17 16:13:46.486,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
174,03-17 16:13:46.502,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
175,03-17 16:13:46.502,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
176,03-17 16:13:46.518,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
177,03-17 16:13:46.518,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
178,03-17 16:13:46.535,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
179,03-17 16:13:46.535,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
180,03-17 16:13:46.551,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
181,03-17 16:13:46.551,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
182,03-17 16:13:46.568,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
183,03-17 16:13:46.568,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
184,03-17 16:13:46.586,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
185,03-17 16:13:46.586,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
186,03-17 16:13:46.601,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
187,03-17 16:13:46.602,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
188,03-17 16:13:46.619,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
189,03-17 16:13:46.619,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
190,03-17 16:13:46.635,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
191,03-17 16:13:46.635,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
192,03-17 16:13:46.652,E85,onExpandingFinished,Permission Issue,Review user permissions.,I,PanelView,android
193,03-17 16:13:46.653,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
194,03-17 16:13:46.653,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
195,03-17 16:13:46.654,E121,Sending non-protected broadcast <*> from system <*>:<*> pkg <*>,Normal,No action needed.,W,ActivityManager,android
196,03-17 16:13:46.671,E77,logNotificationVisibilityChanges runInThread start,Config Warning,Check configuration syntax.,I,PhoneStatusBar,android
197,03-17 16:13:46.671,E91,onNotificationVisibilityChanged called,Normal,No action needed.,I,NotificationManager,android
198,03-17 16:13:46.672,E76,logNotificationVisibilityChanges runInThread over,Memory Leak,Inspect memory usage patterns.,I,PhoneStatusBar,android
199,03-17 16:13:46.764,E73,isSimPinSecure mSimDatas is null or empty,Timeout,Consider increasing timeout.,E,KeyguardUpdateMonitor,android
200,03-17 16:13:46.765,E107,registerCallback not in UI.,Config Warning,Check configuration syntax.,W,KeyguardUpdateMonitor,android
201,03-17 16:13:46.765,E8,<*>: Must execute in UI,Leader Election,Monitor leader election process.,W,KeyguardUpdateMonitor,android
202,03-17 16:13:46.765,E1,*** register callback for <*>@<*>,Normal,No action needed.,V,KeyguardUpdateMonitor,android
203,03-17 16:13:46.765,E107,registerCallback not in UI.,Config Warning,Check configuration syntax.,W,KeyguardUpdateMonitor,android
204,03-17 16:13:46.765,E8,<*>: Must execute in UI,Leader Election,Monitor leader election process.,W,KeyguardUpdateMonitor,android
205,03-17 16:13:46.765,E3,*** unregister callback for null,Timeout,Consider increasing timeout.,V,KeyguardUpdateMonitor,android
206,03-17 16:13:46.778,E5,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,Permission Issue,Review user permissions.,D,PhoneInterfaceManager,android
207,03-17 16:13:46.778,E6,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=true,Memory Leak,Inspect memory usage patterns.,D,PhoneInterfaceManager,android
208,03-17 16:13:47.012,E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",Disk Failure,Check disk status and logs.,D,PowerManagerService,android
209,03-17 16:13:47.013,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
210,03-17 16:13:47.016,E87,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=false",Config Warning,Check configuration syntax.,I,PanelView,android
211,03-17 16:13:47.038,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
212,03-17 16:13:47.038,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
213,03-17 16:13:47.078,E88,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>.<*>, y[<*>]=<*>.<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=false",Leader Election,Monitor leader election process.,I,PanelView,android
214,03-17 16:13:47.091,E99,playSoundEffect   effectType: <*>,Session Error,Investigate session state.,V,AudioManager,android
215,03-17 16:13:47.091,E102,querySoundEffectsEnabled...,Connection Error,Verify connection settings.,V,AudioManager,android
216,03-17 16:13:47.100,E20,"animateCollapsePanels:flags=<*>, force=true, delayed=true, mExpandedVisible=true",Client Disconnect,Check client-side logs.,I,PhoneStatusBar,android
217,03-17 16:13:47.101,E86,onExpandingStarted,Memory Leak,Inspect memory usage patterns.,I,PanelView,android
218,03-17 16:13:47.102,E77,logNotificationVisibilityChanges runInThread start,Config Warning,Check configuration syntax.,I,PhoneStatusBar,android
219,03-17 16:13:47.103,E91,onNotificationVisibilityChanged called,Normal,No action needed.,I,NotificationManager,android
220,03-17 16:13:47.104,E76,logNotificationVisibilityChanges runInThread over,Memory Leak,Inspect memory usage patterns.,I,PhoneStatusBar,android
221,03-17 16:13:47.113,E140,START u0 {act=<*> flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>,Client Disconnect,Check client-side logs.,I,ActivityManager,android
222,03-17 16:13:47.114,E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>",Memory Leak,Inspect memory usage patterns.,I,ActivityManager,android
223,03-17 16:13:47.124,E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",Memory Leak,Inspect memory usage patterns.,I,PhoneStatusBar,android
224,03-17 16:13:47.124,E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",Disk Failure,Check disk status and logs.,I,PhoneStatusBar,android
225,03-17 16:13:47.138,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",Client Disconnect,Check client-side logs.,D,PowerManagerService,android
226,03-17 16:13:47.138,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
227,03-17 16:13:47.138,E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Normal,No action needed.,D,PowerManagerService,android
228,03-17 16:13:47.149,E89,onNotificationClick called,Session Error,Investigate session state.,I,NotificationManager,android
229,03-17 16:13:47.149,E29,"cancelNotification,index:<*>",Session Error,Investigate session state.,I,NotificationManager,android
230,03-17 16:13:47.150,E28,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>",Leader Election,Monitor leader election process.,I,NotificationManager,android
231,03-17 16:13:47.150,E30,"cancelNotificationLocked called,tell the app,reason = <*>",Client Disconnect,Check client-side logs.,I,NotificationManager,android
232,03-17 16:13:47.150,E32,cancelNotificationLocked:<*>|<*>|<*>|null|<*>,Connection Error,Verify connection settings.,I,NotificationManager,android
233,03-17 16:13:47.150,E31,"cancelNotificationLocked,remove =<*>",Normal,No action needed.,I,NotificationManager,android
234,03-17 16:13:47.150,E23,applyOptionsLocked: Unknown animationType=<*>,Timeout,Consider increasing timeout.,E,ActivityManager,android
235,03-17 16:13:47.224,E34,cancelPeek: false,Disk Failure,Check disk status and logs.,I,PanelView,android
236,03-17 16:13:47.224,E47,"flingToHeight: vel=<*>.<*>, expand=false, target=<*>.<*>, collapseSpeedUpFactor=<*>.<*>, expandBecauseOfFalsing=false",Config Warning,Check configuration syntax.,I,PanelView,android
237,03-17 16:13:47.254,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
238,03-17 16:13:47.254,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
239,03-17 16:13:47.270,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
240,03-17 16:13:47.270,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
241,03-17 16:13:47.287,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
242,03-17 16:13:47.287,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
243,03-17 16:13:47.289,E149,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[false], rot:[<*>]",Session Error,Investigate session state.,I,WindowManager,android
244,03-17 16:13:47.305,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
245,03-17 16:13:47.305,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
246,03-17 16:13:47.320,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
247,03-17 16:13:47.321,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
248,03-17 16:13:47.338,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
249,03-17 16:13:47.338,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
250,03-17 16:13:47.341,E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",Normal,No action needed.,I,NotificationManager,android
251,03-17 16:13:47.341,E162,"updateLightsLocked,turn off notificationLight",Connection Error,Verify connection settings.,I,NotificationManager,android
252,03-17 16:13:47.357,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
253,03-17 16:13:47.357,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
254,03-17 16:13:47.371,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
255,03-17 16:13:47.371,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
256,03-17 16:13:47.396,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
257,03-17 16:13:47.397,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
258,03-17 16:13:47.402,E111,removeNotification:<*>|<*>|<*>|null|<*>,Normal,No action needed.,I,PhoneStatusBar,android
259,03-17 16:13:47.402,E163,"updateNotificationShade: total=<*>, active=<*>",Timeout,Consider increasing timeout.,I,PhoneStatusBar,android
260,03-17 16:13:47.403,E19,"animateCollapsePanels:flags=<*>, force=false, delayed=false, mExpandedVisible=true",Session Error,Investigate session state.,I,PhoneStatusBar,android
261,03-17 16:13:47.409,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
262,03-17 16:13:47.409,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
263,03-17 16:13:47.410,E150,The change in focus caused us to need to do a layout begin,Client Disconnect,Check client-side logs.,I,WindowManager,android
